CMAQ,SAPRC99,ETHE,ETHENE
CMAQ,SAPRC99,ISOP,ISOPRENE
CMAQ,SAPRC99,TERP,TRP1
CMAQ,SAPRC99,PRD2,PROD2
CMAQ,SAPRC99,IPRD,IPROD
CAMX,SAPRC99,IPRD,ISPD
CAMX,SAPRC99,PRD2,PROD
