95430,P_CVB,PCP,0.35,0.35,0.1,0.1,0.1
95431,P_CVB,PCP,0.35,0.35,0.1,0.1,0.1
95432,P_CVB,PCP,0.35,0.35,0.1,0.1,0.1
95436,P_PVB,PAP,1,0,0,0,0
95437,P_PVB,PAP,1,0,0,0,0
95438,P_PVB,PAP,1,0,0,0,0
95449,P_PVB,PAP,1,0,0,0,0
95450,P_PVB,PAP,1,0,0,0,0
95451,P_PVB,PAP,1,0,0,0,0
95452,P_PVB,PAP,1,0,0,0,0
95453,P_PVB,PAP,1,0,0,0,0
95454,P_PVB,PAP,1,0,0,0,0
95455,P_PVB,PAP,1,0,0,0,0
95456,P_PVB,PAP,1,0,0,0,0
95457,P_PVB,PAP,1,0,0,0,0
95458,P_PVB,PAP,1,0,0,0,0
95460,P_PVB,PAP,1,0,0,0,0
95462,P_PVB,PAP,1,0,0,0,0
