CB6R3_CF22,1,PAR,3.0000
CB6R3_CF22,1,TOL,1.0000
CB6R3_CF22,2,PAR,11.0000
CB6R3_CF22,3,TOL,1.0000
CB6R3_CF22,3,PAR,3.0000
CB6R3_CF22,4,UNR,2.0000
CB6R3_CF22,5,UNR,2.0000
CB6R3_CF22,6,PAR,9.0000
CB6R3_CF22,6,UNR,1.0000
CB6R3_CF22,7,UNR,2.0000
CB6R3_CF22,8,PAR,8.0000
CB6R3_CF22,8,UNR,1.0000
CB6R3_CF22,9,UNR,1.0000
CB6R3_CF22,9,PAR,7.0000
CB6R3_CF22,10,PAR,9.0000
CB6R3_CF22,10,UNR,1.0000
CB6R3_CF22,11,PAR,9.0000
CB6R3_CF22,11,UNR,1.0000
CB6R3_CF22,12,PAR,8.0000
CB6R3_CF22,12,UNR,1.0000
CB6R3_CF22,13,PAR,7.0000
CB6R3_CF22,13,UNR,1.0000
CB6R3_CF22,14,UNR,1.0000
CB6R3_CF22,14,PAR,8.0000
CB6R3_CF22,15,UNR,1.0000
CB6R3_CF22,15,PAR,1.0000
CB6R3_CF22,16,UNR,2.0000
CB6R3_CF22,17,PAR,2.0000
CB6R3_CF22,18,IVOC,1.0000
CB6R3_CF22,19,UNR,1.0000
CB6R3_CF22,19,PAR,7.0000
CB6R3_CF22,20,UNR,1.0000
CB6R3_CF22,20,PAR,6.0000
CB6R3_CF22,21,UNR,1.0000
CB6R3_CF22,21,PAR,7.0000
CB6R3_CF22,22,IVOC,1.0000
CB6R3_CF22,23,IVOC,1.0000
CB6R3_CF22,24,IVOC,1.0000
CB6R3_CF22,25,PAR,1.0000
CB6R3_CF22,25,XYL,1.0000
CB6R3_CF22,26,PAR,9.0000
CB6R3_CF22,27,PAR,8.0000
CB6R3_CF22,28,IVOC,1.0000
CB6R3_CF22,29,IVOC,1.0000
CB6R3_CF22,30,PAR,1.0000
CB6R3_CF22,30,XYL,1.0000
CB6R3_CF22,31,PAR,8.0000
CB6R3_CF22,32,PAR,6.0000
CB6R3_CF22,32,OLE,1.0000
CB6R3_CF22,33,IOLE,1.0000
CB6R3_CF22,34,PAR,1.0000
CB6R3_CF22,34,UNR,2.0000
CB6R3_CF22,35,UNR,1.0000
CB6R3_CF22,35,PAR,10.0000
CB6R3_CF22,36,XYL,1.0000
CB6R3_CF22,36,PAR,2.0000
CB6R3_CF22,37,XYL,1.0000
CB6R3_CF22,37,PAR,2.0000
CB6R3_CF22,38,PAR,10.0000
CB6R3_CF22,39,XYL,1.0000
CB6R3_CF22,39,PAR,2.0000
CB6R3_CF22,40,PAR,7.0000
CB6R3_CF22,41,PAR,4.0000
CB6R3_CF22,42,IOLE,0.7500
CB6R3_CF22,43,IVOC,1.0000
